murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,violentPerPop,nonViolPerPop
0,0.0,11.0,29.78,70.0,189.5,46.0,124.53,269.0,728.23,1688.0,4569.7,132.0,357.35,16.0,43.31,343.81,5698.58
3,10.93,17.0,61.94,20.0,72.87,138.0,502.82,269.0,980.14,964.0,3512.48,52.0,189.47,3.0,10.93,648.57,4693.02
3,8.45,37.0,104.21,57.0,160.55,96.0,270.39,395.0,1112.55,926.0,2608.16,84.0,236.59,13.0,36.62,543.6,3993.92
2,3.38,5.0,8.46,67.0,113.32,204.0,345.04,390.0,659.64,702.0,1187.36,323.0,546.32,14.0,23.68,470.21,2417.0
1,8.27,6.0,49.62,2.0,16.54,24.0,198.48,90.0,744.29,496.0,4101.89,26.0,215.02,0.0,0.0,272.91,5061.2
20,8.8,100.0,44.02,2500.0,1100.38,1964.0,864.46,4190.0,1844.23,6331.0,2786.59,3655.0,1608.75,59.0,25.97,2017.65,6265.54
1,3.99,0.0,0.0,9.0,35.93,90.0,359.25,166.0,662.62,859.0,3428.87,42.0,167.65,,,399.17,
0,0.0,19.0,83.26,8.0,35.06,111.0,486.42,111.0,486.42,406.0,1779.14,50.0,219.11,4.0,17.53,604.73,2502.19
0,0.0,10.0,42.04,74.0,311.11,123.0,517.11,392.0,1648.03,1245.0,5234.17,133.0,559.15,7.0,29.43,870.26,7470.78
3,9.53,30.0,95.33,88.0,279.62,321.0,1019.99,378.0,1201.11,1799.0,5716.37,266.0,845.22,5.0,15.89,1404.47,7778.59
1,1.97,11.0,21.66,22.0,43.33,40.0,78.78,309.0,608.58,2368.0,4663.8,91.0,179.23,22.0,43.33,145.74,5494.94
8,9.23,18.0,20.76,325.0,374.82,353.0,407.11,1288.0,1485.45,4014.0,4629.33,474.0,546.66,42.0,48.44,811.92,6709.88
20,13.34,120.0,80.01,676.0,450.73,,,3140.0,2093.64,4506.0,3004.44,3770.0,2513.7,,,,
6,8.19,62.0,84.62,114.0,155.58,281.0,383.5,1073.0,1464.41,3066.0,4184.41,342.0,466.75,20.0,27.3,631.89,6142.86
5,9.42,73.0,137.56,89.0,167.71,451.0,849.87,567.0,1068.46,2089.0,3936.53,296.0,557.79,7.0,13.19,1164.57,5575.97
0,0.0,1.0,8.06,3.0,24.18,3.0,24.18,30.0,241.84,166.0,1338.17,5.0,40.31,3.0,24.18,56.43,1644.5
0,0.0,8.0,51.82,3.0,19.43,9.0,58.3,60.0,388.68,306.0,1982.25,32.0,207.29,6.0,38.87,129.56,2617.09
0,0.0,2.0,13.55,1.0,6.78,40.0,271.08,27.0,182.98,159.0,1077.53,6.0,40.66,4.0,27.11,291.41,1328.27
0,0.0,4.0,26.53,1.0,6.63,25.0,165.84,58.0,384.74,110.0,729.68,20.0,132.67,0.0,0.0,199.0,1247.1
12,59.51,,,281.0,1393.57,443.0,2196.98,475.0,2355.68,833.0,4131.12,578.0,2866.49,15.0,74.39,,9427.69
0,0.0,,,24.0,44.1,66.0,121.26,293.0,538.34,1436.0,2638.4,135.0,248.04,10.0,18.37,,3443.14
0,0.0,3.0,19.94,10.0,66.46,58.0,385.48,93.0,618.1,430.0,2857.9,38.0,252.56,0.0,0.0,471.89,3728.57
31,18.75,76.0,45.97,1270.0,768.17,973.0,588.53,5822.0,3521.48,14477.0,8756.53,3126.0,1890.79,63.0,38.11,1421.42,14206.91
0,0.0,6.0,54.18,6.0,54.18,39.0,352.14,60.0,541.76,264.0,2383.75,11.0,99.32,1.0,9.03,460.5,3033.86
0,0.0,1.0,7.94,1.0,7.94,3.0,23.83,16.0,127.08,87.0,691.02,11.0,87.37,0.0,0.0,39.71,905.48
1,4.91,5.0,24.57,33.0,162.15,116.0,569.97,141.0,692.81,508.0,2496.07,73.0,358.69,,,761.6,
2,9.98,16.0,79.8,14.0,69.83,42.0,209.48,164.0,817.96,502.0,2503.74,25.0,124.69,1.0,4.99,369.08,3451.37
0,0.0,2.0,15.41,3.0,23.12,22.0,169.53,112.0,863.07,178.0,1371.66,60.0,462.36,6.0,46.24,208.06,2743.32
0,0.0,2.0,15.47,10.0,77.33,24.0,185.59,89.0,688.22,268.0,2072.38,18.0,139.19,5.0,38.66,278.38,2938.45
1,3.55,11.0,39.04,18.0,63.89,63.0,223.62,209.0,741.85,1120.0,3975.44,89.0,315.91,8.0,28.4,330.1,5061.58
1,3.22,15.0,48.29,55.0,177.07,43.0,138.44,375.0,1207.3,2490.0,8016.48,181.0,582.72,13.0,41.85,367.02,9848.36
0,0.0,1.0,4.44,2.0,8.88,53.0,235.37,76.0,337.51,214.0,950.35,22.0,97.7,1.0,4.44,248.69,1390.0
2,1.25,32.0,19.96,90.0,56.12,363.0,226.37,1319.0,822.54,4714.0,2939.69,421.0,262.54,19.0,11.85,303.7,4036.62
1,2.33,13.0,30.27,40.0,93.13,41.0,95.46,316.0,735.72,1169.0,2721.71,174.0,405.11,11.0,25.61,221.18,3888.15
0,0.0,,,21.0,54.23,64.0,165.28,132.0,340.89,1407.0,3633.59,34.0,87.81,7.0,18.08,,4080.37
0,0.0,3.0,27.2,96.0,870.43,95.0,861.37,344.0,3119.05,683.0,6192.76,179.0,1622.99,2.0,18.13,1759.0,10952.94
0,0.0,40.0,134.82,25.0,84.26,203.0,684.22,435.0,1466.18,1725.0,5814.15,81.0,273.01,21.0,70.78,903.3,7624.12
0,0.0,,,18.0,33.52,55.0,102.42,188.0,350.09,1369.0,2549.35,77.0,143.39,3.0,5.59,,3048.42
1,5.18,19.0,98.34,36.0,186.34,332.0,1718.43,257.0,1330.23,743.0,3845.76,133.0,688.41,23.0,119.05,2008.28,5983.44
2,5.12,5.0,12.79,32.0,81.89,184.0,470.85,405.0,1036.39,1728.0,4421.93,138.0,353.14,15.0,38.38,570.65,5849.84
1,3.59,2.0,7.18,10.0,35.91,10.0,35.91,129.0,463.21,540.0,1939.03,46.0,165.18,2.0,7.18,82.59,2574.6
0,0.0,1.0,4.37,2.0,8.73,38.0,165.96,89.0,388.7,372.0,1624.67,35.0,152.86,0.0,0.0,179.06,2166.22
3,8.57,16.0,45.73,141.0,403.01,344.0,983.22,1041.0,2975.39,1896.0,5419.16,222.0,634.52,7.0,20.01,1440.54,9049.08
1,4.56,6.0,27.36,65.0,296.38,191.0,870.91,258.0,1176.42,1253.0,5713.37,93.0,424.06,70.0,319.18,1199.22,7633.03
0,0.0,13.0,22.8,41.0,71.91,100.0,175.38,263.0,461.25,790.0,1385.5,85.0,149.07,16.0,28.06,270.09,2023.89
1,2.28,33.0,75.24,47.0,107.16,116.0,264.47,601.0,1370.24,1983.0,4521.1,160.0,364.79,25.0,57.0,449.15,6313.13
1,4.61,1.0,4.61,1.0,4.61,22.0,101.33,105.0,483.6,339.0,1561.35,16.0,73.69,0.0,0.0,115.14,2118.64
14,26.49,25.0,47.3,203.0,384.05,432.0,817.28,1356.0,2565.36,3259.0,6165.58,234.0,442.7,10.0,18.92,1275.11,9192.55
2,16.74,4.0,33.47,7.0,58.57,131.0,1096.14,195.0,1631.66,603.0,5045.6,15.0,125.51,3.0,25.1,1204.92,6827.88
3,9.9,29.0,95.7,25.0,82.5,31.0,102.3,465.0,1534.45,1465.0,4834.35,120.0,395.99,2.0,6.6,290.39,6771.38
3,5.88,18.0,35.26,62.0,121.45,62.0,121.45,329.0,644.47,2653.0,5196.87,6.0,11.75,9.0,17.63,284.04,5870.71
0,0.0,7.0,28.59,5.0,20.42,114.0,465.53,193.0,788.14,625.0,2552.27,49.0,200.1,0.0,0.0,514.54,3540.51
0,0.0,0.0,0.0,1.0,4.35,15.0,65.24,69.0,300.1,208.0,904.66,25.0,108.73,1.0,4.35,69.59,1317.85
1,1.86,36.0,66.91,73.0,135.69,166.0,308.54,716.0,1330.83,2093.0,3890.26,311.0,578.06,10.0,18.59,513.0,5817.74
2,6.86,29.0,99.5,42.0,144.1,165.0,566.12,377.0,1293.49,860.0,2950.66,159.0,545.53,,,816.58,
2,8.54,2.0,8.54,27.0,115.32,79.0,337.4,94.0,401.47,535.0,2284.96,379.0,1618.69,3.0,12.81,469.8,4317.93
0,0.0,19.0,69.44,48.0,175.42,123.0,449.51,296.0,1081.75,762.0,2784.78,62.0,226.58,10.0,36.55,694.37,4129.66
1,6.93,5.0,34.65,13.0,90.1,21.0,145.54,157.0,1088.09,505.0,3499.9,30.0,207.91,2.0,13.86,277.22,4809.76
2,10.41,14.0,72.84,15.0,78.04,15.0,78.04,177.0,920.87,1005.0,5228.66,47.0,244.52,13.0,67.63,239.32,6461.68
12,6.77,80.0,45.14,356.0,200.85,994.0,560.81,2555.0,1441.52,7339.0,4140.62,1593.0,898.76,284.0,160.23,813.57,6641.13
0,0.0,11.0,70.29,48.0,306.73,40.0,255.61,178.0,1137.45,336.0,2147.1,114.0,728.48,0.0,0.0,632.63,4013.04
0,0.0,2.0,17.9,4.0,35.79,14.0,125.28,78.0,697.99,271.0,2425.06,21.0,187.92,1.0,8.95,178.97,3319.91
24,39.78,56.0,92.81,296.0,490.56,684.0,1133.6,975.0,1615.87,3844.0,6370.67,771.0,1277.78,60.0,99.44,1756.74,9363.76
0,0.0,,,53.0,151.34,107.0,305.53,247.0,705.29,2088.0,5962.14,216.0,616.77,8.0,22.84,,7307.04
0,0.0,4.0,13.33,13.0,43.33,35.0,116.65,178.0,593.23,332.0,1106.48,14.0,46.66,2.0,6.67,173.3,1753.04
0,0.0,,,11.0,66.05,17.0,102.08,48.0,288.24,286.0,1717.41,28.0,168.14,0.0,0.0,,2173.78
0,0.0,0.0,0.0,10.0,92.2,24.0,221.28,198.0,1825.56,425.0,3918.5,19.0,175.18,0.0,0.0,313.48,5919.23
1,1.2,20.0,23.97,75.0,89.9,266.0,318.85,563.0,674.86,2401.0,2878.03,218.0,261.31,27.0,32.36,433.92,3846.57
1,2.14,16.0,34.21,5.0,10.69,21.0,44.89,144.0,307.85,1389.0,2969.47,69.0,147.51,,,91.93,
0,0.0,7.0,61.15,22.0,192.17,40.0,349.41,239.0,2087.7,1253.0,10945.14,120.0,1048.22,7.0,61.15,602.73,14142.21
0,0.0,1.0,4.98,5.0,24.88,3.0,14.93,103.0,512.57,408.0,2030.36,23.0,114.46,1.0,4.98,44.79,2662.35
0,0.0,2.0,7.39,19.0,70.22,112.0,413.93,155.0,572.84,107.0,395.45,,,,,491.54,
9,7.89,33.0,28.94,376.0,329.78,334.0,292.94,921.0,807.79,5682.0,4983.55,969.0,849.89,31.0,27.19,659.56,6668.42
0,0.0,7.0,66.54,39.0,370.72,90.0,855.51,135.0,1283.27,618.0,5874.52,69.0,655.89,0.0,0.0,1292.78,7813.69
1,5.01,8.0,40.05,4.0,20.02,17.0,85.1,54.0,270.32,408.0,2042.45,23.0,115.14,1.0,5.01,150.18,2432.92
0,0.0,8.0,25.22,9.0,28.37,94.0,296.29,251.0,791.15,642.0,2023.58,34.0,107.17,5.0,15.76,349.87,2937.65
1,3.63,3.0,10.89,24.0,87.13,49.0,177.9,198.0,718.85,355.0,1288.85,123.0,446.56,15.0,54.46,279.55,2508.71
0,0.0,30.0,241.06,17.0,136.6,45.0,361.59,191.0,1534.75,751.0,6034.55,62.0,498.19,11.0,88.39,739.25,8155.89
1,6.78,7.0,47.46,8.0,54.24,26.0,176.27,270.0,1830.51,961.0,6515.25,85.0,576.27,0.0,0.0,284.75,8922.03
9,7.09,42.0,33.1,475.0,374.31,518.0,408.2,2287.0,1802.21,6900.0,5437.35,1303.0,1026.79,21.0,16.55,822.7,8282.9
80,22.55,226.0,63.7,2784.0,784.71,1389.0,391.51,4611.0,1299.68,13017.0,3669.03,6506.0,1833.81,335.0,94.42,1262.47,6896.95
0,0.0,3.0,11.68,22.0,85.67,29.0,112.93,116.0,451.71,473.0,1841.9,96.0,373.83,2.0,7.79,210.28,2675.23
0,0.0,5.0,22.75,27.0,122.84,70.0,318.49,152.0,691.57,954.0,4340.51,56.0,254.79,0.0,0.0,464.08,5286.86
0,0.0,3.0,21.27,1.0,7.09,2.0,14.18,9.0,63.81,87.0,616.85,23.0,163.07,0.0,0.0,42.54,843.73
0,0.0,8.0,10.75,72.0,96.79,73.0,98.14,438.0,588.82,1402.0,1884.76,450.0,604.95,5.0,6.72,205.68,3085.26
1,2.06,14.0,28.86,11.0,22.68,409.0,843.23,464.0,956.62,1009.0,2080.24,76.0,156.69,1.0,2.06,896.83,3195.61
1,0.99,68.0,67.05,26.0,25.64,294.0,289.9,760.0,749.39,3447.0,3398.87,172.0,169.6,27.0,26.62,383.57,4344.48
0,0.0,8.0,42.98,3.0,16.12,3.0,16.12,100.0,537.26,467.0,2509.0,134.0,719.93,1.0,5.37,75.22,3771.56
8,15.3,10.0,19.13,265.0,506.84,377.0,721.05,631.0,1206.85,893.0,1707.95,452.0,864.49,10.0,19.13,1262.31,3798.41
1,5.8,5.0,28.98,11.0,63.76,8.0,46.37,154.0,892.6,772.0,4474.58,34.0,197.07,12.0,69.55,144.9,5633.8
0,0.0,2.0,18.16,106.0,962.32,49.0,444.85,314.0,2850.66,526.0,4775.31,213.0,1933.73,1.0,9.08,1425.33,9568.77
2,6.76,27.0,91.2,179.0,604.65,268.0,905.28,970.0,3276.58,2440.0,8242.13,496.0,1675.45,2.0,6.76,1607.89,13200.92
0,0.0,6.0,31.78,6.0,31.78,11.0,58.26,217.0,1149.24,901.0,4771.74,46.0,243.62,0.0,0.0,121.81,6164.6
4,17.59,4.0,17.59,20.0,87.93,101.0,444.05,315.0,1384.92,857.0,3767.86,39.0,171.47,7.0,30.78,567.16,5355.02
1,6.47,62.0,401.35,4.0,25.89,30.0,194.2,144.0,932.16,728.0,4712.58,41.0,265.41,44.0,284.83,627.91,6194.98
0,0.0,2.0,7.7,2.0,7.7,14.0,53.93,16.0,61.64,227.0,874.49,25.0,96.31,0.0,0.0,69.34,1032.44
6,29.5,19.0,93.42,184.0,904.71,317.0,1558.66,344.0,1691.42,432.0,2124.1,347.0,1706.17,11.0,54.09,2586.29,5575.77
0,0.0,1.0,8.41,4.0,33.66,23.0,193.52,107.0,900.29,298.0,2507.36,8.0,67.31,0.0,0.0,235.59,3474.97
8,10.38,,,194.0,251.77,490.0,635.93,1172.0,1521.03,3339.0,4333.38,271.0,351.71,27.0,35.04,,6241.16
1,4.19,5.0,20.95,8.0,33.51,29.0,121.49,91.0,381.22,544.0,2278.92,35.0,146.62,7.0,29.32,180.13,2836.08
7,9.11,54.0,70.24,626.0,814.31,1375.0,1788.62,2231.0,2902.11,5124.0,6665.37,1117.0,1453.01,29.0,37.72,2682.28,11058.21
0,0.0,0.0,0.0,0.0,0.0,2.0,16.92,2.0,16.92,58.0,490.78,1.0,8.46,0.0,0.0,16.92,516.16
0,0.0,1.0,5.88,1.0,5.88,14.0,82.38,44.0,258.91,155.0,912.09,14.0,82.38,0.0,0.0,94.15,1253.38
3,18.98,9.0,56.93,69.0,436.49,66.0,417.51,114.0,721.15,353.0,2233.05,167.0,1056.43,9.0,56.93,929.91,4067.56
2,9.11,5.0,22.79,17.0,77.48,53.0,241.55,178.0,811.23,1006.0,4584.81,56.0,255.22,2.0,9.11,350.93,5660.38
4,5.21,116.0,151.12,161.0,209.74,126.0,164.15,915.0,1192.03,4565.0,5947.11,461.0,600.57,60.0,78.17,530.22,7817.87
0,0.0,17.0,28.13,52.0,86.06,122.0,201.91,523.0,865.55,2234.0,3697.21,287.0,474.98,29.0,47.99,316.1,5085.73
1,8.61,9.0,77.47,6.0,51.64,33.0,284.04,60.0,516.44,442.0,3804.44,19.0,163.54,0.0,0.0,421.76,4484.42
1,5.75,3.0,17.24,2.0,11.49,18.0,103.45,22.0,126.44,56.0,321.86,7.0,40.23,,,137.94,
0,0.0,1.0,8.03,0.0,0.0,26.0,208.84,59.0,473.9,408.0,3277.11,20.0,160.64,3.0,24.1,216.87,3935.74
0,0.0,0.0,0.0,0.0,0.0,6.0,54.25,38.0,343.58,191.0,1726.94,19.0,171.79,0.0,0.0,54.25,2242.31
11,6.54,89.0,52.93,208.0,123.7,821.0,488.28,2739.0,1628.98,9351.0,5561.37,649.0,385.98,69.0,41.04,671.46,7617.37
1,1.37,18.0,24.68,73.0,100.08,134.0,183.71,533.0,730.73,1944.0,2665.17,174.0,238.55,7.0,9.6,309.84,3644.04
6,14.48,15.0,36.19,172.0,415.0,261.0,629.74,803.0,1937.46,1390.0,3353.76,640.0,1544.18,18.0,43.43,1095.4,6878.83
0,0.0,5.0,11.07,22.0,48.69,21.0,46.48,206.0,455.9,1319.0,2919.11,220.0,486.89,,,106.23,
0,0.0,0.0,0.0,3.0,20.55,15.0,102.77,94.0,644.06,335.0,2295.31,12.0,82.22,,,123.33,
0,0.0,,,5.0,18.78,64.0,240.44,145.0,544.74,849.0,3189.57,72.0,270.49,2.0,7.51,,4012.32
1,3.92,0.0,0.0,1.0,3.92,4.0,15.68,107.0,419.39,359.0,1407.13,48.0,188.14,0.0,0.0,23.52,2014.66
13,8.74,33.0,22.19,430.0,289.17,441.0,296.57,1759.0,1182.9,5075.0,3412.87,1799.0,1209.8,65.0,43.71,616.67,5849.28
0,0.0,0.0,0.0,16.0,45.78,15.0,42.92,101.0,288.99,698.0,1997.2,70.0,200.29,5.0,14.31,88.7,2500.79
3,12.98,7.0,30.29,113.0,488.9,138.0,597.07,219.0,947.52,454.0,1964.26,311.0,1345.56,4.0,17.31,1129.23,4274.65
1,3.43,2.0,6.85,4.0,13.7,10.0,34.25,66.0,226.07,420.0,1438.65,36.0,123.31,1.0,3.43,58.23,1791.46
1,3.75,20.0,74.91,12.0,44.95,312.0,1168.58,272.0,1018.76,1179.0,4415.9,82.0,307.13,9.0,33.71,1292.18,5775.5
0,0.0,25.0,105.16,96.0,403.8,120.0,504.75,428.0,1800.29,1600.0,6730.04,149.0,626.74,21.0,88.33,1013.71,9245.39
0,0.0,9.0,29.15,7.0,22.67,16.0,51.82,178.0,576.54,540.0,1749.04,131.0,424.31,1.0,3.24,103.65,2753.13
45,20.11,157.0,70.17,1554.0,694.52,1744.0,779.43,5362.0,2396.4,12291.0,5493.14,3696.0,1651.83,132.0,58.99,1564.23,9600.36
0,0.0,2.0,15.23,4.0,30.46,6.0,45.68,102.0,776.61,268.0,2040.51,36.0,274.1,3.0,22.84,91.37,3114.06
1,4.28,,,80.0,342.6,151.0,646.65,243.0,1040.64,990.0,4239.65,221.0,946.43,6.0,25.69,,6252.41
0,0.0,3.0,23.56,3.0,23.56,10.0,78.54,50.0,392.71,267.0,2097.08,14.0,109.96,0.0,0.0,125.67,2599.75
1,9.75,,,17.0,165.81,88.0,858.29,101.0,985.08,382.0,3725.74,9.0,87.78,3.0,29.26,,4827.86
1,5.58,6.0,33.46,91.0,507.5,43.0,239.81,193.0,1076.35,820.0,4573.09,139.0,775.19,0.0,0.0,786.35,6424.63
1,3.18,14.0,44.51,16.0,50.87,107.0,340.2,227.0,721.73,1285.0,4085.59,83.0,263.89,15.0,47.69,438.76,5118.91
4,14.38,14.0,50.32,73.0,262.37,117.0,420.52,435.0,1563.45,1324.0,4758.65,175.0,628.98,1.0,3.59,747.58,6954.68
2,10.61,2.0,10.61,7.0,37.13,94.0,498.54,96.0,509.15,476.0,2524.53,21.0,111.38,,,556.88,
0,0.0,6.0,30.84,12.0,61.69,7.0,35.98,107.0,550.04,700.0,3598.42,62.0,318.72,0.0,0.0,128.51,4467.18
1,4.74,3.0,14.23,23.0,109.07,33.0,156.49,229.0,1085.98,649.0,3077.73,92.0,436.29,0.0,0.0,284.54,4599.99
1,0.99,,,82.0,81.21,148.0,146.57,622.0,615.99,2686.0,2660.06,444.0,439.71,,,,
4,14.62,25.0,91.39,66.0,241.28,203.0,742.12,610.0,2230.02,2051.0,7497.99,298.0,1089.42,38.0,138.92,1089.42,10956.35
8,6.84,26.0,22.23,215.0,183.86,481.0,411.34,1490.0,1274.22,4809.0,4112.58,1247.0,1066.41,33.0,28.22,624.28,6481.43
2,16.32,2.0,16.32,20.0,163.24,52.0,424.42,200.0,1632.39,992.0,8096.64,59.0,481.55,1.0,8.16,620.31,10218.74
0,0.0,5.0,32.85,6.0,39.41,95.0,624.06,116.0,762.0,384.0,2522.5,21.0,137.95,6.0,39.41,696.31,3461.87
1,7.34,1.0,7.34,14.0,102.71,6.0,44.02,73.0,535.54,462.0,3389.33,31.0,227.42,0.0,0.0,161.4,4152.3
0,0.0,7.0,46.03,11.0,72.33,76.0,499.7,181.0,1190.08,620.0,4076.53,81.0,532.58,0.0,0.0,618.06,5799.2
1,3.99,3.0,11.97,35.0,139.68,22.0,87.8,224.0,893.96,482.0,1923.61,137.0,546.75,12.0,47.89,243.44,3412.22
0,0.0,9.0,20.38,14.0,31.71,39.0,88.33,215.0,486.95,580.0,1313.64,49.0,110.98,8.0,18.12,140.42,1929.7
3,16.2,13.0,70.22,46.0,248.47,160.0,864.26,248.0,1339.6,1175.0,6346.89,64.0,345.7,12.0,64.82,1199.16,8097.01
33,11.64,70.0,24.69,909.0,320.58,,,3942.0,1390.22,9145.0,3225.16,3607.0,1272.08,74.0,26.1,,5913.55
0,0.0,2.0,4.87,48.0,116.89,46.0,112.01,188.0,457.8,1135.0,2763.84,22.0,53.57,4.0,9.74,233.77,3284.96
1,3.91,4.0,15.65,4.0,15.65,8.0,31.31,89.0,348.27,450.0,1760.91,34.0,133.05,1.0,3.91,66.52,2246.14
13,24.78,20.0,38.12,369.0,703.25,629.0,1198.76,730.0,1391.24,1149.0,2189.78,907.0,1728.57,26.0,49.55,1964.89,5359.15
0,0.0,1.0,4.83,12.0,57.99,95.0,459.07,119.0,575.05,614.0,2967.04,29.0,140.14,0.0,0.0,521.89,3682.23
1,6.61,2.0,13.22,9.0,59.48,57.0,376.69,124.0,819.46,598.0,3951.89,38.0,251.12,8.0,52.87,455.99,5075.34
1,2.13,,,17.0,36.21,28.0,59.63,346.0,736.89,1353.0,2881.54,84.0,178.9,8.0,17.04,,3814.37
1,4.92,2.0,9.84,9.0,44.29,17.0,83.66,146.0,718.47,443.0,2180.01,42.0,206.68,1.0,4.92,142.71,3110.08
0,0.0,15.0,73.38,7.0,34.24,145.0,709.36,191.0,934.4,319.0,1560.59,49.0,239.71,1.0,4.89,816.99,2739.59
0,0.0,1.0,4.05,5.0,20.24,0.0,0.0,85.0,344.09,497.0,2011.9,88.0,356.23,3.0,12.14,24.29,2724.37
0,0.0,2.0,11.69,3.0,17.54,13.0,76.0,157.0,917.86,665.0,3887.75,48.0,280.62,1.0,5.85,105.23,5092.08
0,0.0,26.0,124.57,10.0,47.91,8.0,38.33,169.0,809.7,921.0,4412.61,43.0,206.02,3.0,14.37,210.81,5442.7
0,0.0,,,3.0,12.13,30.0,121.31,192.0,776.35,671.0,2713.19,78.0,315.39,19.0,76.83,,3881.77
1,9.77,0.0,0.0,0.0,0.0,8.0,78.19,63.0,615.72,155.0,1514.86,6.0,58.64,5.0,48.87,87.96,2238.08
3,6.61,10.0,22.04,31.0,68.32,99.0,218.18,370.0,815.41,662.0,1458.92,214.0,471.61,16.0,35.26,315.14,2781.21
1,2.65,14.0,37.13,31.0,82.23,41.0,108.75,489.0,1297.05,1268.0,3363.31,374.0,992.02,3.0,7.96,230.76,5660.33
6,4.65,31.0,24.0,174.0,134.71,427.0,330.58,1256.0,972.38,5355.0,4145.8,615.0,476.13,73.0,56.52,493.93,5650.82
127,33.53,204.0,53.87,7082.0,1869.98,7089.0,1871.83,12277.0,3241.71,31871.0,8415.45,11178.0,2951.52,267.0,70.5,3829.21,14679.18
0,0.0,2.0,7.16,3.0,10.73,20.0,71.55,88.0,314.83,331.0,1184.17,25.0,89.44,2.0,7.16,89.44,1595.59
0,0.0,4.0,26.79,1.0,6.7,59.0,395.15,149.0,997.92,263.0,1761.44,23.0,154.04,0.0,0.0,428.64,2913.4
3,15.17,12.0,60.69,37.0,187.14,126.0,637.3,387.0,1957.41,1172.0,5927.87,62.0,313.59,1.0,5.06,900.31,8203.94
2,10.39,5.0,25.98,27.0,140.3,80.0,415.69,,,1379.0,7165.5,65.0,337.75,3.0,15.59,592.36,
0,0.0,11.0,63.79,3.0,17.4,9.0,52.19,123.0,713.29,629.0,3647.65,52.0,301.55,0.0,0.0,133.38,4662.49
2,16.87,6.0,50.6,76.0,640.97,41.0,345.79,110.0,927.72,331.0,2791.6,66.0,556.63,3.0,25.3,1054.23,4301.26
0,0.0,1.0,5.82,6.0,34.92,33.0,192.08,133.0,774.16,313.0,1821.89,25.0,145.52,0.0,0.0,232.83,2741.56
0,0.0,4.0,32.78,14.0,114.74,37.0,303.23,68.0,557.29,392.0,3212.59,50.0,409.77,0.0,0.0,450.75,4179.64
50,11.91,259.0,61.71,1552.0,369.78,4835.0,1151.97,8199.0,1953.47,20552.0,4896.67,3578.0,852.49,231.0,55.04,1595.37,7757.66
0,0.0,1.0,3.51,29.0,101.72,68.0,238.51,328.0,1150.47,1378.0,4833.39,194.0,680.46,3.0,10.52,343.74,6674.85
0,0.0,2.0,7.57,2.0,7.57,0.0,0.0,56.0,211.97,125.0,473.14,75.0,283.89,0.0,0.0,15.14,969.0
0,0.0,8.0,51.52,6.0,38.64,48.0,309.12,169.0,1088.36,970.0,6246.78,53.0,341.32,4.0,25.76,399.28,7702.22
1,1.8,21.0,37.73,119.0,213.79,166.0,298.23,638.0,1146.22,1793.0,3221.29,267.0,479.69,27.0,48.51,551.55,4895.71
3,12.5,17.0,70.81,79.0,329.04,556.0,2315.8,434.0,1807.66,1107.0,4610.77,76.0,316.55,,,2728.14,
3,7.04,5.0,11.73,27.0,63.36,59.0,138.45,323.0,757.95,1463.0,3433.06,290.0,680.51,3.0,7.04,220.58,4878.56
0,0.0,2.0,9.15,8.0,36.61,4.0,18.3,157.0,718.47,506.0,2315.58,36.0,164.74,0.0,0.0,64.07,3198.79
3,6.02,11.0,22.09,15.0,30.12,45.0,90.35,391.0,785.03,810.0,1626.28,104.0,208.81,10.0,20.08,148.57,2640.19
1,2.27,4.0,9.08,21.0,47.67,117.0,265.59,239.0,542.53,363.0,824.01,96.0,217.92,8.0,18.16,324.61,1602.62
0,0.0,2.0,16.96,35.0,296.74,117.0,991.95,270.0,2289.11,718.0,6087.33,36.0,305.21,3.0,25.43,1305.64,8707.08
0,0.0,27.0,198.34,0.0,0.0,12.0,88.15,80.0,587.67,461.0,3386.47,18.0,132.23,2.0,14.69,286.49,4121.06
3,5.69,43.0,81.59,96.0,182.16,314.0,595.83,629.0,1193.55,2905.0,5512.33,360.0,683.11,40.0,75.9,865.28,7464.9
9,19.99,28.0,62.19,377.0,837.31,296.0,657.41,924.0,2052.19,1609.0,3573.57,424.0,941.7,16.0,35.54,1576.9,6603.0
0,0.0,12.0,65.41,4.0,21.8,164.0,893.98,103.0,561.46,637.0,3472.34,24.0,130.83,2.0,10.9,981.19,4175.52
0,0.0,2.0,12.18,3.0,18.27,84.0,511.45,98.0,596.69,232.0,1412.57,28.0,170.48,0.0,0.0,541.89,2179.74
8,35.1,11.0,48.26,74.0,324.68,69.0,302.74,339.0,1487.36,998.0,4378.73,132.0,579.15,6.0,26.33,710.78,6471.57
0,0.0,7.0,20.65,50.0,147.48,127.0,374.59,305.0,899.6,403.0,1188.65,128.0,377.54,11.0,32.44,542.71,2498.23
1,7.66,1.0,7.66,2.0,15.32,24.0,183.88,72.0,551.64,64.0,490.35,10.0,76.62,1.0,7.66,214.53,1126.26
5,30.17,,,128.0,772.25,257.0,1550.53,476.0,2871.79,919.0,5544.49,447.0,2696.83,11.0,66.37,,11179.49
0,0.0,2.0,17.09,0.0,0.0,7.0,59.81,30.0,256.34,147.0,1256.09,7.0,59.81,9.0,76.9,76.9,1649.15
